Feature_gene_name,Feature_length,NoTreat_1,NoTreat_2,NoTreat_3,NoTreat_4,Treat_1,Treat_2,Treat_3,Treat_4
FUT8,6976,2621,2629,2188,2633,2925,2917,2578,2689
UBA6,11408,4063,4156,2832,4057,5415,5208,4597,5010
GAB2,6775,3694,3720,2800,3749,2422,2224,1951,2309
ATP6V0A1,10926,1158,1180,877,1261,1623,1356,1222,1409
PIAS1,10647,1636,1613,987,1571,1694,1447,1315,1473
SLC4A7,9616,2936,3094,1857,2948,2952,2859,2584,2857
APBA2,6869,3109,3355,2731,3242,3310,2796,2680,3051
MAP2K3,3775,2669,2556,2182,2759,3218,3057,2859,3098
EFCAB1,5822,5,1,2,3,2,6,7,6
TMSB10,461,60451,60435,62049,61679,62550,65762,62150,63524
ASTE1,3427,338,373,315,341,257,232,228,232
RNF19A,5852,2544,2620,1831,2414,3555,3403,3138,3199
PEX3,2830,911,882,778,949,800,751,857,802
GABARAPL2,3010,2416,2386,2105,2183,3125,3029,2791,3117
MYOC,2104,1,1,2,2,1,1,0,0
SH3YL1,11132,563,579,427,507,274,248,219,280
FAM136A,3086,2357,2410,2061,2340,1429,1278,1119,1389
VCL,9992,27534,29147,20392,28759,17625,16435,14877,16634
DEPDC1B,3806,684,782,571,709,231,151,215,201
DAPK2,13612,206,228,164,222,209,159,157,191
NSMAF,6170,2480,2611,1810,2592,1829,1665,1556,1612
ADSS2,3441,9735,9727,7826,9411,8832,8304,7637,8436
STAP1,1951,3,1,1,1,2,0,0,1
TIMP2,5633,22336,23088,16645,21689,16696,16046,15164,16824
RFC1,6719,4333,4613,3276,4441,3359,3171,2865,3100
TBC1D23,5176,2595,2460,1799,2386,2699,2576,2339,2534
CUL3,11505,4968,5042,3764,4770,4120,4110,3781,3858
MYOM2,7056,20,14,12,13,17,19,19,10
OTC,1683,0,0,0,0,0,2,0,1
CYP46A1,9358,41,31,16,32,3,7,3,3
ZZZ3,9008,2652,2861,2030,2721,1943,1938,1709,1907
SLC18A1,3910,0,0,0,1,0,1,0,0
USP2,4523,16,29,7,22,6,4,3,10
CASR,12020,0,0,0,0,0,1,0,0
TUBG2,2793,654,587,505,570,566,424,356,407
RPL26L1,1164,1192,1245,1096,1112,866,920,864,828
FLT4,8852,165,203,192,226,37,20,19,36
NSUN2,5506,4489,4462,3642,4391,5406,4922,4530,4718
FBXO42,9009,1239,1263,1002,1273,961,815,784,819
MFAP3,10159,4136,4208,2797,3875,2907,2702,2495,2774
MRI1,3466,761,749,607,756,911,528,548,608
METTL1,1947,425,402,416,460,410,339,289,398
AGA,2605,533,479,435,591,659,595,539,641
PI4K2B,3685,1711,1820,1432,1793,4288,3850,3782,3828
BOD1L1,15862,2630,2998,1946,2545,2593,2609,2202,2452
MAT2B,5135,2805,2818,2232,2736,3570,3528,3311,3508
TLL1,8105,1391,1451,822,1250,412,443,361,348
EDC4,6140,3010,2991,2303,2964,2838,2201,2057,2253
TRIO,17860,10083,11372,6680,9695,16369,16243,14057,14731
VCAN,14678,19,12,15,5,7,10,14,12
CLEC16A,12523,1616,1759,1198,1548,1537,1465,1310,1379
MSR1,7812,0,2,0,2,35,27,15,24
CDH1,6076,0,0,0,0,3,1,0,0
MTREX,6347,4652,4796,3660,4712,3578,3473,3258,3512
DNAH5,24848,290,317,234,289,629,532,485,607
ZFYVE16,15490,2322,2414,1397,2340,2447,2295,2104,2339
RIPOR1,6729,5308,5508,4389,5334,7778,6388,6165,6595
C6,4857,1,0,0,3,0,3,0,0
RAI14,7581,21554,23355,16014,22443,30730,28716,26899,29206
SOX30,3489,9,11,7,13,4,4,15,4
PNKP,4545,1799,1681,1507,1759,2818,1795,1778,1951
BEST2,2646,0,0,0,0,3,1,0,0
PHLPP2,12493,1015,1136,702,1089,902,915,776,840
SPDL1,4775,1903,2145,1671,1983,1250,1014,973,1076
STAU2,8964,2879,2924,2021,2737,1676,1609,1517,1614
SLC66A1,2686,679,619,626,652,847,719,657,739
CTNS,4949,1077,1050,823,988,1398,1099,1096,1130
RTN4R,3126,16,8,21,11,7,4,5,5
PHF23,2733,2595,2584,2055,2420,2543,2347,2291,2225
INPP4A,13189,1926,2309,1536,2088,1968,1846,1579,1817
RAB27B,7154,489,477,349,480,385,365,361,434
PSMA4,6994,7719,7892,7129,7432,11091,10961,9693,9969
MYO16,8816,2,6,6,10,1,4,3,0
LSG1,4801,3286,3371,2598,3373,2740,2412,2424,2421
PARP3,3198,909,984,778,986,2169,1597,1465,1596
TNC,9639,471,497,338,471,2047,2072,1722,1743
THAP3,4072,634,566,579,617,718,543,590,492
RIPOR3,6023,31,31,17,32,1404,987,853,838
TDP1,6223,1772,1910,1493,1916,936,934,840,893
AIFM2,5135,242,194,220,240,773,622,559,527
SPATA7,6872,421,469,336,431,263,230,233,256
MED17,16610,388,420,233,382,375,350,258,295
RETSAT,4049,3708,3757,2936,3681,2592,2182,2052,2346
CAPG,2419,1373,1447,1343,1449,813,695,704,878
AP2S1,1558,7201,6869,6710,6759,4950,4762,4568,4940
USH2A,20633,1,8,1,4,1,4,0,2
TG,11132,5,1,4,2,5,5,2,6
ADAM28,9318,3,2,1,1,6,5,3,0
DCUN1D1,8307,1773,1808,1308,1774,2089,2054,1837,1995
JADE2,11091,3088,3300,2490,3154,9328,8539,7737,7756
LCP2,6823,36,28,22,31,95,82,85,112
TRIT1,6533,854,795,743,850,641,546,539,609
CUL7,7819,1612,1632,1307,1724,1971,1667,1432,1631
CTNNA1,8830,35897,37155,29385,36597,30213,28734,26799,28546
PHKA2,8547,484,566,375,481,247,211,201,196
CNTLN,11064,1077,1193,809,1121,975,950,860,933
EPHA3,6577,0,0,0,1,0,0,0,1
HSPA5,6530,65511,67358,55583,66460,102138,95644,88125,91749
DSG2,9492,0,0,0,0,2,0,0,0
GEMIN8,4001,966,960,888,960,1003,940,828,948
OFD1,15550,950,1018,897,947,1199,940,853,1010
GPM6B,5767,12,20,6,24,28,8,15,18
MAGEC2,1994,0,0,0,1,0,0,0,0
PREX2,12132,876,1045,527,861,341,352,348,337
WDR37,6301,2490,2459,1724,2528,2010,1821,1507,1760
YTHDC2,10805,2735,2943,1889,2642,2002,1789,1686,1850
CTPS2,5531,1214,1251,961,1236,890,824,692,879
ATP6V1H,5104,2177,2187,1725,2149,2642,2449,2375,2388
POLR2B,5891,9251,9423,6965,9237,9267,8691,7869,8583
FAM214A,9848,1533,1645,1183,1580,1706,1623,1451,1624
ARAP2,12427,1,1,0,3,0,0,0,2
TPR,12350,11037,12202,7611,11086,11053,10780,9479,10401
CP,7072,1,0,1,0,1,4,9,0
KATNIP,9784,1585,1736,1208,1567,1874,1621,1463,1564
DTNBP1,3046,1027,991,948,997,994,981,862,914
XK,5174,2,0,0,0,2,0,0,1
ANO2,6255,99,111,89,110,22,19,18,17
C12orf4,4932,1023,1126,827,1112,1104,920,884,973
SCML1,5497,327,330,248,336,423,377,312,351
WWC3,7418,2272,2572,1653,2238,2529,2368,1932,2099
ARHGAP6,8893,784,908,671,832,512,494,470,485
FAM184B,6731,2,3,2,7,5,1,5,1
MAP4,14994,24602,26206,19066,24985,21702,20385,18808,20741
GOPC,4628,2162,2254,1569,2210,1951,1746,1697,1784
ROS1,8890,0,0,0,0,6,0,2,1
USP28,5719,2311,2450,1702,2389,3434,3097,3038,3099
HDAC9,17269,116,151,109,112,947,873,865,822
TSPAN17,5215,5293,5309,4645,5381,4776,3962,3970,4364
NOP16,2814,873,868,747,903,590,521,475,513
CC2D2A,14588,1783,1967,1398,1784,893,948,827,962
RRM2B,5391,8243,8500,5789,8372,4962,4693,4464,5001
ZNF800,5793,1180,1353,906,1208,1164,1201,1098,1121
TNFRSF17,1015,0,1,0,0,0,0,0,0
SNX29,11299,2126,2387,1414,2070,1206,1145,942,1165
LMO3,10002,15,3,3,7,5,3,0,0
MRPS10,2100,2382,2401,2100,2239,1806,1649,1640,1800
RSF1,15579,6358,6849,4717,5963,6732,6613,5802,6069
VPS13D,20768,2168,2977,1474,2087,1830,2074,1682,1781
CELF2,10978,7089,7793,5000,7140,5486,5171,4660,5358
FAM120A,7246,13108,13670,9672,13339,8395,7830,7080,7901
R3HDM1,7898,2441,2689,1765,2358,1061,1074,1000,1059
COL9A2,4215,24,23,11,22,94,59,50,66
KITLG,6205,1775,1804,1229,1841,1952,1807,1735,1871
ERCC8,26458,520,639,466,517,376,335,306,329
ADAMTS6,8565,1017,1098,777,1010,3105,2326,2141,2356
H6PD,9322,3291,3784,2444,3515,3043,2814,2315,2845
VAMP3,2733,9919,10356,8155,10127,8859,8119,7780,8388
PER3,8128,611,679,363,526,336,300,271,337
UTS2,1793,0,0,0,0,0,0,3,0
TNFRSF9,6354,9,20,8,14,2659,2465,2335,2614
EPN3,4503,35,31,8,13,65,29,31,25
LTBP1,7348,14999,15780,10505,14616,6226,6290,5643,6195
RCN1,4472,24881,25006,20519,24521,26491,24383,22776,25223
ELN,6455,576,611,537,614,7,11,9,4
RFC2,2211,1764,1834,1794,1922,1307,1142,1108,1170
ARID1B,45931,3344,3755,2287,3251,2842,2648,2254,2453
CLPTM1L,6549,5001,4962,4292,5105,5026,4200,4120,4383
NEDD4L,34097,532,527,375,521,1425,1407,1356,1333
FOXP3,3086,2,3,2,2,2,0,2,3
PPP1R3F,4378,101,97,78,98,84,87,75,77
HEXB,5015,8133,8186,6803,7886,8784,8482,7419,8010
PTCD2,12115,553,588,463,572,510,438,396,445
NEXMIF,12338,0,1,0,0,0,4,0,0
JKAMP,4350,1408,1520,1143,1503,1726,1523,1635,1619
DKK3,11958,10570,10769,8808,10903,21800,20240,18833,19341
ARHGEF5,5818,22,39,23,37,35,46,27,16
NFE2L3,4303,2385,2340,1970,2288,8676,8064,7457,7788
MCUR1,6057,1386,1450,1202,1497,1190,1161,1048,1148
LIMA1,6317,7569,7467,6162,7831,5052,4641,4506,4700
LETMD1,6032,1183,1098,931,1060,1081,812,731,858
SLC4A8,17920,765,894,528,794,337,303,252,341
LAMC3,8939,0,1,1,2,0,1,0,0
PTGER3,9653,0,0,0,3,3,4,0,2
TNIP3,3749,12,13,8,19,2493,2477,2171,2163
MAPK9,8955,2848,2850,2232,2798,1809,1772,1542,1712
COL23A1,4359,0,0,0,0,1,0,0,0
BCAR1,9199,20813,20662,17724,20785,13047,10958,10266,11322
FAM160A2,4726,1814,1802,1406,1824,2038,1444,1243,1481
HERPUD1,5062,2683,2799,2350,2850,4770,4234,4178,4300
HOMER3,3422,2759,2596,2379,2475,2138,1698,1669,1853
RAD51,3084,755,743,712,875,512,449,388,451
POLQ,9185,732,816,466,648,382,325,331,342
PIK3CB,7841,1776,2021,1403,1906,2325,2283,2075,2299
CYBA,3253,903,850,857,885,1447,1224,1185,1305
THOC3,3449,1506,1414,1259,1488,768,772,705,851
HEBP2,10352,2767,2748,2600,2603,2871,2798,2654,2827
MPHOSPH9,10304,1462,1570,1046,1473,825,769,713,755
PLEKHA5,12577,1013,1063,666,902,404,389,326,435
PRSS8,2975,0,0,0,0,0,0,0,2
SIKE1,5894,1869,1921,1412,1793,1392,1338,1148,1287
RRP12,8529,2126,2293,1978,2174,2064,1826,1675,1675
FNIP2,10981,1361,1494,936,1452,976,900,808,785
MSMO1,2852,3608,4055,3483,4403,6359,6247,5992,6506
TTC17,11296,4517,4499,3171,4227,5301,4792,4277,4378
ALX4,5727,3,1,0,3,3,5,1,3
FSTL4,6711,4,2,4,4,1,3,0,5
FOXN3,11154,4562,5069,2837,4369,2058,1956,1780,2093
METTL24,3839,2,0,0,0,0,0,0,2
AKR7A2,1779,1910,2025,1849,1984,1165,1079,1126,1142
MRTO4,2556,3118,3232,2941,3120,1801,1680,1524,1598
NNAT,1329,68,86,31,56,65,45,30,37
USE1,2431,507,581,501,491,489,431,423,427
MCF2L2,20884,66,78,38,69,327,252,303,279
NRIP2,2814,109,92,68,79,62,27,48,36
LAMA3,14488,1262,1299,902,1263,1346,1351,1132,1196
AP5M1,13019,2657,3059,2073,2777,2390,2262,2132,2153
ANAPC4,7444,1202,1243,955,1240,1183,1034,957,1043
KCNQ1,4420,2,3,4,2,0,1,1,0
TRAPPC3,3527,3278,3229,2799,3189,2796,2728,2399,2710
THRAP3,4720,10640,11653,8319,10493,9881,8745,8122,8821
PHPT1,1612,2367,2292,2206,2245,1913,1541,1603,1800
ENTPD2,2640,7,4,1,8,7,8,10,0
LY75,8805,189,258,156,232,427,415,356,386
ARID4B,11073,3741,4137,2934,3827,4835,4344,3876,4299
OPN3,3724,66,62,34,66,29,38,40,33
SDCCAG8,5321,1704,1831,1469,1833,1744,1683,1370,1479
PTPRN,8228,0,0,0,0,0,5,1,0
HHAT,6645,78,78,70,98,54,51,45,65
KIF1B,17955,5480,6393,3785,5548,4943,5099,4424,4824
FOXC1,3983,991,978,802,1002,668,597,501,548
TBC1D22A,5315,1890,1991,1660,1850,1517,1322,1259,1386
SYNE2,32377,1379,2121,974,1367,592,533,426,528
PLEKHH1,10828,16,29,16,25,30,29,21,20
ATP9A,8073,5965,6878,4188,6217,3607,3379,3227,3555
CHRDL2,3176,4,4,2,2,14,4,6,4
FAM168A,7887,3825,4255,2960,3876,2406,2131,1975,2185
RELT,6187,566,533,509,551,1180,959,958,950
GALC,6736,1189,1220,870,1199,1274,1151,1127,1188
NOP58,3274,2771,2971,2503,2873,2091,1904,1757,2024
SZRD1,4742,9562,9310,7969,9517,7234,6667,6171,6783
KCNH2,7207,1,1,0,2,2,5,3,0
CUL1,4152,3494,3730,2832,3633,3323,3277,2943,3021
FAM114A2,6523,1699,1654,1339,1555,1114,1020,948,1046
CYFIP2,10498,1012,1078,738,998,513,477,477,571
TAB2,5922,3927,3961,2789,3998,5792,5857,5041,5347
GINM1,2250,4184,4138,3356,3725,3985,3793,3469,3862
EIF2AK2,11036,4466,5315,3274,4811,15743,15491,14160,15369
USP36,9235,1944,1967,1434,1987,2080,1696,1505,1580
KMT2C,53322,1818,2460,1021,1889,1826,1886,1451,1684
MCOLN3,6624,0,0,0,0,1,1,0,3
CCDC85A,4114,203,190,133,205,93,92,74,79
PUM2,6969,5715,6286,3899,5705,5013,4605,4132,4513
MRPL43,3573,1780,1784,1727,1844,1171,1077,1032,1110
ITIH4,4659,1,10,3,1,13,11,7,7
ITIH1,4541,0,0,0,0,0,1,0,0
HPF1,1422,1359,1387,1239,1402,908,861,855,905
ZFR,6771,6423,6455,4509,6319,5097,4871,4446,4990
ZNF280C,4638,258,265,202,257,151,170,163,209
NPFFR2,2499,0,0,0,0,0,2,1,0
PHF21B,6007,0,0,0,0,0,3,0,0
TRAF1,4476,50,59,55,59,8347,7010,6448,7204
RC3H2,11563,3611,4098,2381,3794,4356,4286,3789,3922
IL17RB,3044,129,160,86,133,89,96,73,77
TRAF3IP2,7871,1449,1384,1075,1351,1206,1064,1026,1132
GYG2,3621,2,3,0,1,2,0,0,2
DCBLD2,11280,3431,3433,2298,3281,4275,4154,3937,4151
SERPINB3,1707,0,0,0,0,0,0,0,3
SOAT1,7005,2755,2913,2180,2737,4539,4225,3960,4039
PKP2,6970,33,21,20,14,35,22,23,19
MSH4,3270,8,2,2,4,3,8,1,1
GDI2,3918,19203,19615,15579,18994,16078,15531,14356,14804
PRDM1,6750,180,171,147,166,375,305,299,303
ATG5,5655,1787,1836,1523,1862,1544,1445,1322,1364
TMCC3,6512,4550,4748,3358,4751,2397,2343,2202,2394
PITHD1,2173,1690,1846,1487,1870,972,794,767,873
MTA3,10580,2520,2605,2019,2499,1754,1643,1585,1686
USP13,15296,1215,1310,1023,1182,765,802,674,773
ATP11B,9187,3630,3802,2205,3547,3111,2996,2776,2898
LAMC2,6770,773,698,589,780,51532,47817,43747,46215
CDK14,7017,1047,1141,760,975,516,479,498,456
SEC61A1,4640,24356,24273,19299,24289,23716,21832,20083,21546
PPP1R12A,11864,4066,4298,3098,4059,3557,3273,3013,3358
RASGRF1,9977,6,4,2,4,62,57,50,49
CAMK2B,8159,324,343,268,345,123,84,64,88
CROCC,8875,1428,1326,1294,1447,1769,1286,1112,1289
POLR3E,9486,1612,1496,1297,1455,1051,838,835,856
ATP2B4,9495,23308,27513,15106,22830,7322,7406,6533,7292
ZC3H11A,12829,7,5,3,9,8,2,4,11
RIOK2,5489,1441,1406,1242,1358,1332,1257,1135,1258
YIPF1,2036,583,551,537,597,820,698,591,690
NDC1,4720,2504,2548,1799,2567,957,914,900,1028
DGKG,10975,111,161,101,159,599,543,479,548
FLYWCH1,8425,2699,2760,2276,2621,3017,2259,2130,2454
UNKL,7494,506,502,326,437,636,511,458,508
TBXAS1,6271,87,95,69,58,72,49,40,45
PARP12,5510,2796,2751,2410,2944,9302,7924,7232,7465
ALDH18A1,3759,4543,4571,3589,4420,2683,2635,2402,2616
TARBP1,7819,865,993,664,927,823,621,592,682
GATB,11741,894,872,703,850,721,671,572,600
MXD1,6351,413,604,362,483,714,620,562,622
CDK17,6467,6789,6921,4886,6682,6893,6699,5941,6370
DNAJC25,2604,364,384,334,344,314,257,288,288
SLC2A3,6071,1788,1837,1389,1811,1476,1420,1258,1357
PSD,5979,20,24,27,21,32,29,26,19
CTDP1,6196,2141,2118,1808,2138,2188,1999,1837,1986
YBX3,8621,26734,27013,22352,25369,18922,17231,16144,17760
STYK1,3440,1003,965,756,1008,1346,1141,940,1136
WNK1,17280,9440,10950,5850,9166,6944,7371,6200,6857
CCAR1,6059,5162,5267,4183,5077,4424,4031,3801,4123
OGFR,4702,4482,4378,4031,4347,14552,11119,10512,10505
GNA15,2753,10,10,10,7,33,19,14,28
CREB3L3,2648,0,0,0,0,0,2,0,0
PIGV,5872,248,265,213,291,616,550,468,512
PTPRU,6682,18,28,15,19,159,108,98,123
SNRNP40,3887,2925,2781,2326,2903,1878,1646,1676,1689
RIMBP2,9655,0,0,0,2,1,0,0,0
COL11A1,9091,0,0,0,1,0,1,2,0
QSER1,10908,3302,3971,2068,3441,1939,1988,1795,1859
MPC1,1546,711,720,647,707,484,422,386,486
ACAA1,7106,1785,1743,1512,1813,2044,1734,1648,1731
BCAT1,11415,10254,11359,7420,10386,8310,7964,7422,8766
HDAC7,9928,13088,12867,10013,12616,12013,8934,8514,9398
LZTS1,5706,0,0,0,3,0,0,0,0
PRDM6,9230,6,5,4,5,8,0,6,3
WNT8A,1991,0,0,0,0,1,0,0,1
SPAG4,2348,151,142,119,157,228,153,166,176
NCKAP1,22520,14055,14756,10025,13926,12436,12336,11039,11884
MRPS35,1930,2308,2487,2033,2350,1656,1572,1529,1617
GUCY1B1,3944,0,0,0,0,0,1,0,0
SFSWAP,10158,2610,2573,2043,2636,2417,1783,1758,1853
TNK2,12245,3885,3928,3175,3880,3831,2619,2428,2551
MON2,16014,1691,1855,1123,1675,1729,1638,1404,1549
CDH3,6392,0,0,0,0,0,1,0,0
GPBP1,6472,3308,3527,2660,3272,4384,4230,3818,4096
DGAT2,7904,81,88,65,77,71,98,64,78
ZNF112,3848,418,410,313,431,358,361,281,334
CS,6401,9451,9718,7546,9593,7004,6222,5901,6453
LTK,3491,116,122,123,150,367,273,214,244
MRPS24,2607,3,9,11,6,29,32,18,32
ELMO2,6597,2158,2261,1697,2158,2972,2669,2376,2572
WAPL,7205,4178,4233,2846,4081,3841,3582,3354,3521
VMP1,6854,4393,4434,3622,4292,10328,7249,6756,7477
APPBP2,9890,2823,3037,2088,2845,2545,2484,2258,2389
POLD1,4934,2040,1958,1672,2031,1599,1328,1165,1311
SEZ6,4962,2,9,4,3,11,4,3,2
EIF4B,6028,26284,26965,19785,25590,9335,8644,8288,9663
SLC6A16,3589,28,36,10,13,26,17,10,17
BICRA,7688,782,829,659,873,926,767,696,771
SPHK2,6009,712,635,611,632,674,585,499,501
RPL18,3857,18442,18605,16954,18067,9746,9822,9351,10017
CA11,1946,94,115,81,87,72,49,32,57
ISOC2,4408,1751,1677,1613,1673,1587,1415,1340,1357
U2AF2,4116,10528,10554,8911,10389,8287,7016,6695,7134
EPN1,17616,8173,7760,6808,7887,4926,4524,4137,4435
MED29,3839,2394,2591,2054,2505,1671,1579,1547,1608
AHRR,9480,91,125,84,106,152,92,99,116
ZNF275,8147,689,705,449,666,536,514,440,495
MTMR1,6328,1370,1436,1066,1337,2025,1791,1652,1717
GPC1,6522,7548,7820,6851,7825,2632,2245,2217,2558
ADCK1,5293,157,192,169,184,136,130,102,128
HAGH,5839,1901,1816,1591,1799,2097,1811,1732,1791
RNF4,7141,3366,3517,2710,3547,3582,3202,2994,3271
CASP8,7243,1459,1426,1296,1398,2727,2288,2052,2224
LIMCH1,10862,1504,1675,1142,1540,43,47,46,51
INTS13,3059,2160,2175,1810,2119,1186,1144,1043,1083
TM7SF3,5504,4608,4867,3736,4759,2394,2122,2115,2283
DLX3,2715,0,0,0,0,0,2,0,0
SPA17,5159,45,51,41,76,72,56,66,73
TSPAN32,3797,1,6,6,0,6,1,0,1
CCN5,4981,13,13,9,10,3,1,4,8
ST3GAL6,6288,732,728,588,728,817,711,674,775
ATP2C2,7352,19,17,10,16,18,7,6,21
NGFR,4141,2,6,0,0,0,2,0,0
CDON,19924,61,70,64,68,99,101,81,105
TAF2,6526,2569,2572,1694,2441,2164,1970,1903,2030
HIPK2,15622,3418,4484,2257,3335,2264,2372,1987,2211
TNPO3,4676,4338,4671,3513,4474,3755,3625,3142,3554
BORCS8-MEF2B,1929,0,1,0,0,1,0,0,0
RFXANK,2503,1495,1455,1354,1499,1570,1383,1291,1401
TMEM161A,3281,991,970,821,978,730,533,565,522
LPAR2,2975,53,36,49,43,67,46,44,52
CTSA,8633,9908,10071,8236,9636,11957,10420,9786,10612
SUGP2,8468,4076,4174,3203,4109,4583,3120,3025,3387
SLC12A2,10653,6730,7717,4558,6665,21660,21698,19642,22541
SNX24,3474,447,477,378,473,348,357,308,430
CNN2,3640,6046,6360,5164,6147,3077,2771,2669,3077
ABCA7,9591,767,815,566,780,721,422,442,505
SNCAIP,7266,589,584,460,495,272,263,243,251
DDX20,8778,1824,1767,1431,1674,1340,1231,1145,1271
BTBD1,4066,5552,5645,4451,5645,4470,4062,3774,4297
FAR2,5411,6202,6242,4621,5950,2981,2713,2615,2813
BCAS1,8186,3,0,3,1,5,4,1,1
POU1F1,1566,0,0,0,0,0,0,1,0
CHI3L2,3295,10,15,9,10,10,9,14,14
SBNO2,6610,3902,4008,3233,3900,11599,8527,7974,8422
PMS1,5454,1233,1196,970,1214,661,679,590,667
HMG20B,3857,4450,4374,4214,4396,3242,2503,2482,2763
CALCRL,7309,18723,19514,12397,17911,9037,8577,8451,8962
TAF11,1989,1483,1527,1299,1534,980,992,829,947
ANKS1A,8498,1577,1804,1179,1575,1390,1259,1143,1255
AP3D1,8613,11033,11529,9199,11116,12101,10364,9271,10296
ZNF76,6782,1378,1259,1041,1344,1246,869,791,914
SLC9A3R2,3516,8164,7709,7332,7854,5707,5067,4552,4658
NTHL1,2430,1224,1262,1264,1290,486,510,501,479
UHRF1BP1,9908,1501,1701,1013,1510,3651,3524,3104,3192
GNAI3,9044,7889,8147,6502,7988,6391,5940,5653,5911
IPO5,9664,13493,14335,10565,13426,8112,8132,7287,8067
OAT,3388,4492,4778,3871,4584,4078,3896,3675,3828
WDR3,10276,2073,2378,1727,2335,1427,1321,1270,1399
PKN2,6897,3885,3937,2712,4078,3952,3616,3446,3589
WDR18,2283,1989,2011,1966,2047,2095,1796,1610,1804
TRAM2,7047,17166,18821,12032,17216,7545,7153,6554,7273
NTN1,6415,108,133,114,122,24,26,18,32
GLP2R,5696,0,0,0,2,0,0,0,1
MCM10,5456,1331,1364,972,1292,442,445,368,402
DGKA,10098,2494,2570,2039,2454,1778,1432,1298,1443
ERBB3,11711,8,5,6,12,3,0,0,0
ANKRD44,12826,257,257,176,257,155,135,121,112
KARS1,4051,6474,6557,5501,6676,6904,6315,5920,6376
ADAT1,6118,2019,2127,1432,2077,2034,1883,1713,1749
PDIA5,4067,2892,2783,2377,2821,4310,4033,3692,3996
TBC1D22B,3462,1087,1133,901,1055,1387,1224,1075,1276
NDUFB4,1877,4810,4822,4424,4655,4086,3743,3580,3715
SPEN,14336,3921,4779,2431,3832,5435,5583,4805,5028
MYLK,22167,2075,2651,1538,2295,5959,5603,4824,5547
ZC3H15,3026,4931,5013,4293,4909,3549,3372,3066,3236
MAP2K4,5709,1731,1739,1311,1769,1392,1285,1208,1219
PACC1,2917,1018,1022,866,1028,1044,1035,967,977
SNAP91,6651,0,1,1,0,1,0,0,0
SLK,8107,10666,11455,7401,10824,6711,6396,5548,6295
CYB5R4,9621,680,606,520,720,847,894,815,800
COL17A1,6989,3296,3441,2706,3256,807,666,606,717
GSTO2,9926,149,101,84,93,92,96,97,117
SEC61A2,3916,310,337,254,334,341,299,237,336
PRKCQ,3295,7,5,5,6,8,12,13,9
TLE2,4150,3239,3170,2540,2917,954,766,688,738
ASB1,7407,2464,2546,2001,2451,1820,1443,1412,1593
FAM107B,7019,16977,17902,13823,17254,11497,10807,10128,10465
ME1,3338,2970,2983,2393,2934,3978,3719,3471,3866
TBC1D1,9035,5017,5257,3999,5178,3945,3715,3571,3873
CDK13,24618,2887,3179,2220,3042,3029,2921,2606,2895
MTHFD2,11443,2313,2330,1826,2426,5119,4733,4305,4772
SLC9A7,9980,1072,1372,833,1076,362,317,310,319
FOXJ2,6297,1829,1870,1306,1837,1196,1212,990,1129
YBX1,3395,49260,49638,43926,48633,26008,24679,23506,25747
PDE4A,6762,573,593,477,531,642,592,504,513
PPP2R5A,3942,3430,3633,2786,3562,1470,1419,1245,1442
CTNNA2,7535,0,0,0,0,0,2,0,0
ELAVL1,6962,4927,5071,4029,4912,3581,3416,3202,3353
TIE1,6705,47998,48666,37810,47389,26254,22580,20889,23136
DIP2B,10351,3748,4292,2585,3746,3771,3715,3180,3472
SMARCD1,4903,5336,5442,4319,5462,4805,4138,3845,4210
KDM4A,5184,1440,1548,1171,1504,1255,1124,1140,1189
NFYC,5990,1102,1104,1015,1149,1143,998,888,983
ZMYND12,2181,5,12,4,7,14,8,7,11
SLC9A3,5754,173,144,137,182,532,249,264,334
NGEF,4647,463,470,430,523,108,68,69,76
ASPM,11994,5055,6018,3247,5377,1681,1521,1518,1708
CD84,9255,0,0,6,2,2,1,1,2
ELOVL1,2506,7398,7254,5910,7388,6292,5301,5116,5618
SPI1,2040,10,5,5,10,5,13,9,6
POLR1H,3672,362,287,294,360,307,220,203,234
CLDN18,3715,19,15,11,3,15,4,7,16
ZBTB11,7053,1635,1675,1189,1586,1297,1254,1086,1180
ATXN3,9661,1014,1149,888,1040,868,760,670,833
GOLGA5,3205,2231,2297,1800,2208,2265,2327,2078,2146
FGFR2,18813,0,1,0,2,0,2,0,0
LRRC40,2843,1774,1877,1403,1788,1444,1388,1288,1269
ISOC1,1942,734,694,665,737,509,523,472,552
EML1,8930,4583,5002,3441,4524,1577,1419,1404,1475
TRMT11,5722,260,300,214,322,392,380,339,315
THUMPD1,6501,2266,2117,1580,2111,2072,1949,1785,2070
MSANTD3,3289,2877,2960,2605,2928,3674,3666,3339,3868
KIF26A,6892,290,321,272,283,14,20,12,28
ATG2B,14256,1870,2272,1171,1850,1275,1223,1086,1208
ARFGEF1,11059,4204,4860,3009,4406,4298,4386,3990,4197
ACSM2B,8158,0,0,0,2,0,1,1,0
ZFAT,8900,532,462,390,475,343,341,291,345
MTFR1,4629,1513,1636,1295,1490,933,858,893,953
STAG3,8736,180,189,120,182,144,81,95,100
FECH,11128,1470,1498,1169,1448,1098,1113,1033,1140
MYO9A,20320,1577,1894,1118,1501,1095,1115,887,1068
DDX3Y,5720,0,0,0,0,0,1,0,0
PFKP,7728,17166,17514,14768,17428,14189,12238,11504,12687
IDI1,4294,2271,2466,2037,2561,3383,3183,3087,3498
